"time"	"y1"	"y2"
"52"	5.1	113.235470317032	97.6055807273245
"53"	5.2	112.782005598688	92.5621389497307
"54"	5.3	113.730334215391	96.9912337945916
"55"	5.4	113.942455554525	81.7821179972541
"56"	5.5	113.558075240686	77.6171513754041
"57"	5.6	113.613268114762	79.8117389268389
"58"	5.7	114.529531348678	78.1572638331867
"59"	5.8	112.30471692796	83.1077236165253
"60"	5.9	113.661111204022	73.1796722993537
"61"	6	115.506549481031	74.2719442509022
"62"	6.1	114.928573785638	83.5414740092394
"63"	6.2	114.253781253473	83.9351566545678
"64"	6.3	111.961155755167	70.6660094299826
"65"	6.4	113.687924516058	86.6692808322142
"66"	6.5	112.684844366025	80.5009848448736
"67"	6.6	115.20467504204	69.9327017817867
"68"	6.7	114.939167118174	78.2628458146096
"69"	6.8	114.641977394283	69.367863471719
"70"	6.9	115.100797385367	84.3809787383453
"71"	7	118.226193270182	88.617184955966
"72"	7.1	115.783627704428	87.2663377820318
"73"	7.2	117.473860486661	86.5726981962223
"74"	7.3	119.688462089261	92.5154937435603
"75"	7.4	119.495296540418	97.5497773411019
"76"	7.5	119.496598990456	85.0390575479581
"77"	7.6	122.993150162785	85.5573424270472
"78"	7.7	122.9695521083	92.1040797479313
"79"	7.8	125.521011856315	82.481689446457
"80"	7.9	124.886426715358	96.6624690906979
"81"	8	126.879877381046	88.5908987977505
"82"	8.1	125.981920632925	93.2814804272125
"83"	8.2	130.995031531461	85.75536146925
"84"	8.3	129.28610546922	83.8316853556935
"85"	8.4	130.948764087701	98.9284333003162
"86"	8.5	128.414614098711	96.851834916383
"87"	8.6	130.860794574028	103.787420596411
"88"	8.7	129.622305295202	115.940837515786
"89"	8.8	128.965922645626	118.699402191979
"90"	8.9	130.636812942039	109.7595314537
"91"	9	128.813207194474	126.557371870733
"92"	9.1	131.769192555911	136.591346911
"93"	9.2	130.216995540483	116.575405630643
"94"	9.3	130.415726603581	130.329421832934
"95"	9.4	131.330193461302	126.560947058455
"96"	9.5	130.37943347723	143.228207829107
"97"	9.6	130.953119855131	144.678240571913
"98"	9.7	133.269318917359	137.066341942925
"99"	9.8	133.012433428976	146.951885621836
"100"	9.9	134.714140382164	145.480028931817
"101"	10	139.061072182477	156.536086092298
"102"	10.1	135.375362769638	154.851008400066
"103"	10.2	136.079772487662	163.266453261744
"104"	10.3	140.420132658908	166.770478514798
"105"	10.4	138.499636539025	154.816013305708
"106"	10.5	138.177133879063	150.545313001551
"107"	10.6	138.335402774126	144.584782270499
"108"	10.7	140.286136094075	148.111212149143
"109"	10.8	139.665127691137	154.613343967024
"110"	10.9	138.818109141127	134.747420102194
"111"	11	138.993977080534	143.57500982345
"112"	11.1	139.97240911735	128.360985137705
"113"	11.2	141.46518496174	117.653064866798
"114"	11.3	139.098648107712	116.627612311606
"115"	11.4	139.691740717916	123.660783061613
"116"	11.5	140.293224525267	111.637157967337
"117"	11.6	139.760991659132	116.255547332188
"118"	11.7	140.204247215676	100.709987717018
"119"	11.8	139.85513260012	93.5326110340091
"120"	11.9	141.55559529249	97.6068954927882
"121"	12	142.250363063055	99.6235129962372
"122"	12.1	141.495585629173	82.0569678619575
"123"	12.2	137.294104949806	72.904124103244
"124"	12.3	141.003951115984	74.3091609352725
"125"	12.4	139.236213353034	67.897569163308
"126"	12.5	137.739508735977	62.5207249083877
"127"	12.6	137.788757005915	49.6831353761372
"128"	12.7	141.758101738515	56.4089607509632
"129"	12.8	138.982310496841	54.3802815720336
"130"	12.9	138.935599232083	45.9805987052425
"131"	13	137.31705708976	53.0875526615664
"132"	13.1	137.90712068875	56.5244107839255
"133"	13.2	139.174682869664	52.8040040700136
"134"	13.3	139.099010236191	48.1989529778456
"135"	13.4	139.472501563445	51.8550744345825
"136"	13.5	137.555677577024	46.8836904892168
"137"	13.6	137.975769963609	56.2999780081104
"138"	13.7	139.02998981114	45.6068531924546
"139"	13.8	137.005689003456	48.1698029559916
"140"	13.9	142.116406207633	53.799619060989
"141"	14	139.123793278529	56.8917480082859
"142"	14.1	139.985695984425	55.9969348495332
"143"	14.2	138.102953275832	59.8213581611739
"144"	14.3	138.993863928715	72.800099904242
"145"	14.4	141.247157907423	82.1941092272442
"146"	14.5	141.469244107245	78.2244507421776
"147"	14.6	140.664535028177	86.6488737251815
"148"	14.7	142.286474334197	98.2974104424304
"149"	14.8	140.393742812247	91.2744314988902
"150"	14.9	139.724631742753	95.3890230858401
"151"	15	141.11023986889	110.822120110615
"152"	15.1	139.551217991134	113.619393000229
"153"	15.2	141.09921784422	111.936854599119
"154"	15.3	141.749912334569	132.149952895851
"155"	15.4	139.495772368165	124.978193109372
"156"	15.5	140.181736768521	133.25480775127
"157"	15.6	140.24930267962	140.505126882031
"158"	15.7	138.9025264565	143.806173512364
"159"	15.8	138.918942361836	150.936668169728
"160"	15.9	138.165220167867	139.507699938093
"161"	16	138.597906191638	163.496306199378
"162"	16.1	137.792818728056	148.09116625575
"163"	16.2	140.471035779155	153.700244055097
"164"	16.3	137.675605523218	152.347933398903
"165"	16.4	137.082765579298	147.496663924058
"166"	16.5	139.878320213251	144.40949137603
"167"	16.6	137.63349256375	160.552853100838
"168"	16.7	139.22224238313	166.419159707891
"169"	16.8	141.237018054176	167.761012453783
"170"	16.9	140.38275611083	149.257886136125
"171"	17	139.03472270267	155.292029718408
"172"	17.1	138.931715441323	139.887098245989
"173"	17.2	139.848292479646	152.305492484403
"174"	17.3	139.688020706016	127.84301459979
"175"	17.4	139.797098302048	131.403847314192
"176"	17.5	140.553714274112	133.945748577365
"177"	17.6	141.581646016865	126.53511846197
"178"	17.7	140.010941957341	118.256332378657
"179"	17.8	140.532821211469	110.062131693953
"180"	17.9	141.971588847731	116.657436347778
"181"	18	139.541888332966	99.6503486334537
"182"	18.1	142.334969014459	110.086890472811
"183"	18.2	140.851980474527	92.0045329882828
"184"	18.3	141.160332987036	87.6446800661352
"185"	18.4	141.359217857786	70.7195496249048
"186"	18.5	142.478704824542	80.2837372617338
"187"	18.6	141.524209213921	61.3738046206842
"188"	18.7	142.967120805379	71.2362671810779
"189"	18.8	141.899881855629	58.5010990272443
"190"	18.9	141.946475964682	59.3670547925089
"191"	19	140.791801843647	59.3864204868384
"192"	19.1	142.013443593522	51.1041084142069
"193"	19.2	141.009481175153	61.4599844724408
"194"	19.3	138.514434867506	48.4548817405854
"195"	19.4	142.187838219306	43.598337412821
"196"	19.5	140.07944529163	44.4085747345613
"197"	19.6	139.710499590628	48.4223520663013
"198"	19.7	140.249567912906	46.0058504012382
"199"	19.8	138.514808748225	50.5056068647408
"200"	19.9	138.763625355756	45.5208909518962
"201"	20	138.420933933675	40.9761703087957
